Mod:Item:MetaData, Localized Name
HardcoreEnderExpansion:music_disk:5, Music Disc
HardcoreEnderExpansion:music_disk:6, Music Disc
HardcoreEnderExpansion:music_disk:7, Music Disc
HardcoreEnderExpansion:music_disk:8, Music Disc
HardcoreEnderExpansion:music_disk:9, Music Disc
HardcoreEnderExpansion:rune:0, Rune of Power
HardcoreEnderExpansion:rune:1, Rune of Agility
HardcoreEnderExpansion:rune:2, Rune of Vigor
HardcoreEnderExpansion:rune:3, Rune of Defense
HardcoreEnderExpansion:rune:4, Rune of Magic
HardcoreEnderExpansion:rune:5, Rune of Void
HardcoreEnderExpansion:ghost_amulet:0, Ghost Amulet (Impure)
HardcoreEnderExpansion:ghost_amulet:1, Ghost Amulet
HardcoreEnderExpansion:arcane_shard, Arcane Shard
HardcoreEnderExpansion:curse_amulet, Curse Amulet
HardcoreEnderExpansion:igneous_rock, Igneous Rock
HardcoreEnderExpansion:infestation_remedy, Infestation Remedy
HardcoreEnderExpansion:spatial_dash_gem, Spatial Dash Gem
HardcoreEnderExpansion:enhanced_brewing_stand, Enhanced Brewing Stand
HardcoreEnderExpansion:adventurers_diary, Adventurer's Diary
HardcoreEnderExpansion:blank_gem, Blank Gem
HardcoreEnderExpansion:biome_compass, Biome Compass
HardcoreEnderExpansion:energy_wand_core, Energy Wand Core
HardcoreEnderExpansion:dry_splinter, Dry Splinter
HardcoreEnderExpansion:enderman_head, item.endermanHead.name
HardcoreEnderExpansion:knowledge_note:0, Knowledge Note
HardcoreEnderExpansion:end_powder, End Powder
HardcoreEnderExpansion:obsidian_fragment, Obsidian Fragment
HardcoreEnderExpansion:obsidian_rod, Obsidian Rod
HardcoreEnderExpansion:bucket_ender_goo, Ender Goo Bucket
HardcoreEnderExpansion:temple_caller, Temple Caller
HardcoreEnderExpansion:potion_of_instability, Potion of Instability
HardcoreEnderExpansion:schorching_pickaxe, Scorching Pickaxe
HardcoreEnderExpansion:endium_ingot, Endium Ingot
HardcoreEnderExpansion:spectral_tear, Spectral Tear
HardcoreEnderExpansion:potion_of_purity, Potion of Purity
HardcoreEnderExpansion:enhanced_ender_pearl, Ender Pearl
HardcoreEnderExpansion:charm_pouch, Charm Pouch
HardcoreEnderExpansion:stardust, Stardust
HardcoreEnderExpansion:charm:0, Charm of Power
HardcoreEnderExpansion:charm:1, Charm of Power
HardcoreEnderExpansion:charm:2, Charm of Power
HardcoreEnderExpansion:charm:3, Charm of Agility
HardcoreEnderExpansion:charm:4, Charm of Agility
HardcoreEnderExpansion:charm:5, Charm of Agility
HardcoreEnderExpansion:charm:6, Charm of Vigor
HardcoreEnderExpansion:charm:7, Charm of Vigor
HardcoreEnderExpansion:charm:8, Charm of Vigor
HardcoreEnderExpansion:charm:9, Charm of Defense
HardcoreEnderExpansion:charm:10, Charm of Defense
HardcoreEnderExpansion:charm:11, Charm of Defense
HardcoreEnderExpansion:charm:12, Charm of Magic
HardcoreEnderExpansion:charm:13, Charm of Magic
HardcoreEnderExpansion:charm:14, Charm of Magic
HardcoreEnderExpansion:charm:18, Charm of Equality
HardcoreEnderExpansion:charm:19, Charm of Blocking
HardcoreEnderExpansion:charm:20, Charm of Blocking
HardcoreEnderExpansion:charm:21, Charm of Blocking
HardcoreEnderExpansion:charm:22, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:23, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:24, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:71, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:72, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:73, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:25, Charm of Digestive Recover
HardcoreEnderExpansion:charm:26, Charm of Digestive Recover
HardcoreEnderExpansion:charm:27, Charm of Digestive Recover
HardcoreEnderExpansion:charm:28, Charm of Life Steal
HardcoreEnderExpansion:charm:30, Charm of Life Steal
HardcoreEnderExpansion:charm:31, Charm of Damage Redirection
HardcoreEnderExpansion:charm:32, Charm of Damage Redirection
HardcoreEnderExpansion:charm:33, Charm of Damage Redirection
HardcoreEnderExpansion:charm:34, Charm of Damage Redirection
HardcoreEnderExpansion:charm:35, Charm of Damage Redirection
HardcoreEnderExpansion:charm:36, Charm of Damage Redirection
HardcoreEnderExpansion:charm:37, Charm of Magic Penetration
HardcoreEnderExpansion:charm:38, Charm of Magic Penetration
HardcoreEnderExpansion:charm:39, Charm of Magic Penetration
HardcoreEnderExpansion:charm:40, Charm of Magic Penetration
HardcoreEnderExpansion:charm:41, Charm of Magic Penetration
HardcoreEnderExpansion:charm:42, Charm of Magic Penetration
HardcoreEnderExpansion:charm:43, Charm of Magic Penetration
HardcoreEnderExpansion:charm:45, Charm of Witchery Harm
HardcoreEnderExpansion:charm:46, Charm of Witchery Harm
HardcoreEnderExpansion:charm:65, Charm of Witchery Harm
HardcoreEnderExpansion:charm:74, Charm of Magic Defense
HardcoreEnderExpansion:charm:75, Charm of Magic Defense
HardcoreEnderExpansion:charm:76, Charm of Magic Defense
HardcoreEnderExpansion:charm:49, Charm of Falling Protection
HardcoreEnderExpansion:charm:50, Charm of Falling Protection
HardcoreEnderExpansion:charm:51, Charm of Haste
HardcoreEnderExpansion:charm:52, Charm of Haste
HardcoreEnderExpansion:charm:53, Charm of Haste
HardcoreEnderExpansion:charm:54, Charm of Critical Strike
HardcoreEnderExpansion:charm:55, Charm of Critical Strike
HardcoreEnderExpansion:charm:56, Charm of Critical Strike
HardcoreEnderExpansion:charm:57, Charm of Critical Strike
HardcoreEnderExpansion:charm:58, Charm of Critical Strike
HardcoreEnderExpansion:charm:59, Charm of Critical Strike
HardcoreEnderExpansion:charm:60, Charm of Second Durability
HardcoreEnderExpansion:charm:61, Charm of Second Durability
HardcoreEnderExpansion:charm:62, Charm of Second Durability
HardcoreEnderExpansion:charm:63, Charm of Second Durability
HardcoreEnderExpansion:charm:64, Charm of Second Durability
HardcoreEnderExpansion:charm:17, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:66, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:67, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:68, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:69, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:70, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:77, Charm of Last Resort
HardcoreEnderExpansion:charm:78, Charm of Last Resort
HardcoreEnderExpansion:charm:79, Charm of Last Resort
HardcoreEnderExpansion:transference_gem, Transference Gem
HardcoreEnderExpansion:instability_orb, Instability Orb
HardcoreEnderExpansion:spawn_eggs:0, Spawn Angry Enderman
HardcoreEnderExpansion:spawn_eggs:1, Spawn Baby Enderman
HardcoreEnderExpansion:spawn_eggs:2, Spawn Ender Guardian
HardcoreEnderExpansion:spawn_eggs:3, Spawn Vampire Bat
HardcoreEnderExpansion:spawn_eggs:4, Spawn Infested Bat
HardcoreEnderExpansion:spawn_eggs:5, Spawn Fire Golem
HardcoreEnderExpansion:spawn_eggs:6, Spawn Scorching Lens
HardcoreEnderExpansion:spawn_eggs:7, Spawn Ender Eye
HardcoreEnderExpansion:spawn_eggs:8, Spawn Fire Fiend
HardcoreEnderExpansion:spawn_eggs:9, Spawn Ender Demon
HardcoreEnderExpansion:spawn_eggs:10, Spawn Paralyzed Enderman
HardcoreEnderExpansion:spawn_eggs:11, Spawn Louse
HardcoreEnderExpansion:spawn_eggs:12, Spawn Haunted Miner
HardcoreEnderExpansion:spawn_eggs:13, Spawn Homeland Enderman
HardcoreEnderExpansion:spawn_eggs:14, Spawn Endermage
HardcoreEnderExpansion:curse:0, Curse of Teleportation
HardcoreEnderExpansion:curse:256, Curse of Teleportation
HardcoreEnderExpansion:curse:1, Curse of Confusion
HardcoreEnderExpansion:curse:257, Curse of Confusion
HardcoreEnderExpansion:curse:2, Curse of Tranquility
HardcoreEnderExpansion:curse:258, Curse of Tranquility
HardcoreEnderExpansion:curse:3, Curse of Slowness
HardcoreEnderExpansion:curse:259, Curse of Slowness
HardcoreEnderExpansion:curse:4, Curse of Weakness
HardcoreEnderExpansion:curse:260, Curse of Weakness
HardcoreEnderExpansion:curse:5, Curse of Blindness
HardcoreEnderExpansion:curse:261, Curse of Blindness
HardcoreEnderExpansion:curse:6, Curse of Death
HardcoreEnderExpansion:curse:262, Curse of Death
HardcoreEnderExpansion:curse:7, Curse of Decay
HardcoreEnderExpansion:curse:263, Curse of Decay
HardcoreEnderExpansion:curse:8, Curse of Vampire
HardcoreEnderExpansion:curse:264, Curse of Vampire
HardcoreEnderExpansion:curse:9, Curse of Rebound
HardcoreEnderExpansion:curse:265, Curse of Rebound
HardcoreEnderExpansion:curse:10, Curse of Loss
HardcoreEnderExpansion:curse:266, Curse of Loss
HardcoreEnderExpansion:auricion, Auricion
HardcoreEnderExpansion:endoplasm, Ectoplasm
HardcoreEnderExpansion:living_matter, Living Matter
etfuturum:mutton_raw, Raw Mutton
etfuturum:mutton_cooked, Cooked Mutton
etfuturum:wooden_armorstand, Armour Stand
etfuturum:rabbit_raw, Raw Rabbit
etfuturum:rabbit_cooked, Cooked Rabbit
etfuturum:rabbit_foot, Rabbit's Foot
etfuturum:rabbit_hide, Rabbit Hide
etfuturum:rabbit_stew, Rabbit Stew
etfuturum:beetroot, Beetroot
etfuturum:beetroot_seeds, Beetroot Seeds
etfuturum:beetroot_soup, Beetroot Soup
etfuturum:chorus_fruit, Chorus Fruit
etfuturum:chorus_fruit_popped, Popped Chorus Fruit
etfuturum:tipped_arrow, Tipped Arrow
etfuturum:lingering_potion:0, Water Bottle
etfuturum:lingering_potion:8193, Lingering Potion of Regeneration
etfuturum:lingering_potion:8225, Lingering Potion of Regeneration
etfuturum:lingering_potion:8257, Lingering Potion of Regeneration
etfuturum:lingering_potion:8194, Lingering Potion of Swiftness
etfuturum:lingering_potion:8226, Lingering Potion of Swiftness
etfuturum:lingering_potion:8258, Lingering Potion of Swiftness
etfuturum:lingering_potion:8227, Lingering Potion of Fire Resistance
etfuturum:lingering_potion:8259, Lingering Potion of Fire Resistance
etfuturum:lingering_potion:8196, Lingering Potion of Poison
etfuturum:lingering_potion:8228, Lingering Potion of Poison
etfuturum:lingering_potion:8260, Lingering Potion of Poison
etfuturum:lingering_potion:8261, Lingering Potion of Healing
etfuturum:lingering_potion:8229, Lingering Potion of Healing
etfuturum:lingering_potion:8230, Lingering Potion of Night Vision
etfuturum:lingering_potion:8262, Lingering Potion of Night Vision
etfuturum:lingering_potion:8232, Lingering Potion of Weakness
etfuturum:lingering_potion:8264, Lingering Potion of Weakness
etfuturum:lingering_potion:8201, Lingering Potion of Strength
etfuturum:lingering_potion:8233, Lingering Potion of Strength
etfuturum:lingering_potion:8265, Lingering Potion of Strength
etfuturum:lingering_potion:8234, Lingering Potion of Slowness
etfuturum:lingering_potion:8266, Lingering Potion of Slowness
etfuturum:lingering_potion:8267, Lingering Potion of Leaping
etfuturum:lingering_potion:8235, Lingering Potion of Leaping
etfuturum:lingering_potion:8268, Lingering Potion of Harming
etfuturum:lingering_potion:8236, Lingering Potion of Harming
etfuturum:lingering_potion:8237, Lingering Potion of Water Breathing
etfuturum:lingering_potion:8269, Lingering Potion of Water Breathing
etfuturum:lingering_potion:8238, Lingering Potion of Invisibility
etfuturum:lingering_potion:8270, Lingering Potion of Invisibility
etfuturum:dragon_breath, Dragon's Breath
etfuturum:elytra, Elytra
etfuturum:end_crystal, End Crystal
etfuturum:netherite_scrap, Netherite Scrap
etfuturum:netherite_ingot, Netherite Ingot
etfuturum:netherite_helmet, Netherite Helmet
etfuturum:netherite_chestplate, Netherite Chestplate
etfuturum:netherite_leggings, Netherite Leggings
etfuturum:netherite_boots, Netherite Boots
etfuturum:netherite_pickaxe, Netherite Pickaxe
etfuturum:netherite_spade, Netherite Shovel
etfuturum:netherite_axe, Netherite Axe
etfuturum:netherite_hoe, Netherite Hoe
etfuturum:netherite_sword, Netherite Sword
etfuturum:totem_of_undying, Totem of Undying
etfuturum:dye:0, White Dye
etfuturum:dye:1, Blue Dye
etfuturum:dye:2, Brown Dye
etfuturum:dye:3, Black Dye
etfuturum:copper_ingot, Copper Ingot
etfuturum:suspicious_stew, Suspicious Stew
etfuturum:sweet_berries, Sweet Berries
etfuturum:shulker_shell, Shulker Shell
etfuturum:pigstep_record, Music Disc
etfuturum:otherside_record, Music Disc
etfuturum:amethyst_shard, Amethyst Shard
etfuturum:item_sign_spruce, Spruce Sign
etfuturum:item_sign_birch, Birch Sign
etfuturum:item_sign_jungle, Jungle Sign
etfuturum:item_sign_acacia, Acacia Sign
etfuturum:item_sign_dark_oak, Dark Oak Sign
etfuturum:spruce_boat, Spruce Boat
etfuturum:birch_boat, Birch Boat
etfuturum:jungle_boat, Jungle Boat
etfuturum:acacia_boat, Acacia Boat
etfuturum:dark_oak_boat, Dark Oak Boat
etfuturum:oak_chest_boat, Oak Boat with Chest
etfuturum:spruce_chest_boat, Spruce Boat with Chest
etfuturum:birch_chest_boat, Birch Boat with Chest
etfuturum:jungle_chest_boat, Jungle Boat with Chest
etfuturum:acacia_chest_boat, Acacia Boat with Chest
etfuturum:dark_oak_chest_boat, Dark Oak Boat with Chest
ForbiddenMagic:NetherShard:0, Wrath Shard
ForbiddenMagic:NetherShard:1, Envy Shard
ForbiddenMagic:NetherShard:2, Taint Shard
ForbiddenMagic:NetherShard:3, Pride Shard
ForbiddenMagic:NetherShard:4, Lust Shard
ForbiddenMagic:NetherShard:5, Sloth Shard
ForbiddenMagic:NetherShard:6, Greed Shard
ForbiddenMagic:GluttonyShard, Gluttony Shard
ForbiddenMagic:TaintShovel, Shovel of the Purifier
ForbiddenMagic:TaintPickaxe, Pickaxe of Distortion
ForbiddenMagic:ArcaneCakeItem, Thaumic Cake
ForbiddenMagic:SkullAxe, Axe of the Skulltaker
ForbiddenMagic:MorphPickaxe, Chameleon Pickaxe
ForbiddenMagic:MorphSword, Chameleon Sword
ForbiddenMagic:MorphShovel, Chameleon Shovel
ForbiddenMagic:MorphAxe, Chameleon Axe
ForbiddenMagic:MobCrystal, %s Imprinted Crystal
ForbiddenMagic:DiabolistFork, Diabolist Fork
ForbiddenMagic:WandCores:0, Tainted Rod
ForbiddenMagic:WandCores:1, Infernal Rod
ForbiddenMagic:WandCores:2, Eldritch Rod
ForbiddenMagic:WandCores:3, Blood Rod
ForbiddenMagic:WandCores:4, Witchwood Rod
ForbiddenMagic:WandCores:5, Profane Rod
ForbiddenMagic:WandCores:6, Inert Blood Rod
ForbiddenMagic:WandCores:7, Livingwood Rod
ForbiddenMagic:WandCores:8, Dormant Livingwood Rod
ForbiddenMagic:WandCores:9, Blood Staff Core
ForbiddenMagic:WandCores:10, Witchwood Staff Core
ForbiddenMagic:WandCores:11, Dreamwood Rod
ForbiddenMagic:WandCores:12, Silent Dreamwood Rod
ForbiddenMagic:WandCores:13, Dreamwood Staff Core
ForbiddenMagic:WandCores:72, Thaumium Bossed Tainted Wand
ForbiddenMagic:WandCores:72, Thaumium Bossed Infernal Wand
ForbiddenMagic:WandCores:2000, Orichalcum Studded Cosmic Neutronium Wand
ForbiddenMagic:WandCores:2000, Orichalcum Studded Cosmic Neutronium Staff
ForbiddenMagic:WandCores:36, Iron Capped Profane Wand
ForbiddenMagic:WandCores:84, Manasteel Entwined Livingwood Wand
ForbiddenMagic:WandCores:84, Elementium Kissed Dreamwood Wand
ForbiddenMagic:WandCores:144, Elementium Kissed Dreamwood Staff
ForbiddenMagic:WandCores:1, Terrasteel Nerfed Wooden Wand
ForbiddenMagic:WandCores:84, Void Aspected §kAlchemical§r Wand
ForbiddenMagic:WandCaps:0, Alchemical Cap
ForbiddenMagic:WandCaps:1, Vinteum Cap
ForbiddenMagic:WandCaps:2, Terrasteel Cap
ForbiddenMagic:WandCaps:3, Manasteel Cap
ForbiddenMagic:WandCaps:4, Inert Manasteel Cap
ForbiddenMagic:WandCaps:5, Elementium Cap
ForbiddenMagic:WandCaps:6, Inert Elementium Cap
ForbiddenMagic:FMResource:0, Emerald Fragment
ForbiddenMagic:FMResource:1, Shadow Ink
ForbiddenMagic:FMResource:2, Manasteel Nugget
ForbiddenMagic:FMResource:3, Tainted Blood Shard
ForbiddenMagic:FMResource:4, Elementium Nugget
ForbiddenMagic:Crystalwell, Crystal Scribing Tools
ForbiddenMagic:Primewell, Primal Scribing Tools
ForbiddenMagic:RidingCrop, Riding Crop
ForbiddenMagic:SubCollar:0, Collar of Pain
ForbiddenMagic:RingNutrition, Ring of Nutrition
ForbiddenMagic:TaintFruit, Tainted Fruit
ForbiddenMagic:TaintCoal, Hexcoal
ForbiddenMagic:BlinkFocus, Wand Focus: Blink
ForgottenRelics:ItemFalseJustice, False Justice
ForgottenRelics:ItemDeificAmulet, Deific Amulet
ForgottenRelics:ItemParadox, The Paradox
ForgottenRelics:ItemOblivionAmulet, Amulet of The Oblivion
ForgottenRelics:ItemArcanum, Nebulous Core
ForgottenRelics:ItemDormantArcanum, Dormant Nebulous Core
ForgottenRelics:ItemFateTome, Tome of Broken Fates
ForgottenRelics:ItemDarkSunRing, Ring of The Seven Suns
ForgottenRelics:ItemChaosCore, Chaos Core
ForgottenRelics:ItemMiningCharm, Mining Charm
ForgottenRelics:ItemAdvancedMiningCharm, Ethereal Mining Charm
ForgottenRelics:ItemTelekinesisTome, Tome of Predestiny
ForgottenRelics:ItemAncientAegis, Ancient Aegis
ForgottenRelics:ItemMissileTome, Nuclear Fury
ForgottenRelics:ItemCrimsonSpell, Crimson Spell
ForgottenRelics:itemGhastlySkull, item.ItemGhastlySkull.name
ForgottenRelics:ItemObeliskDrainer, Devourer of The Void
ForgottenRelics:ItemEldritchSpell, Eldritch Spell
ForgottenRelics:ItemLunarFlares, Tome of Lunar Flares
ForgottenRelics:ItemTeleportationTome, Tome of Discord
ForgottenRelics:ItemShinyStone, Shiny Stone
ForgottenRelics:ItemSuperpositionRing, Ring of Superposition
ForgottenRelics:ItemSoulTome, Edict of a Thousand Damned Souls
ForgottenRelics:ItemDimensionalMirror, Dimensional Mirror
ForgottenRelics:ItemWeatherStone, Runic Stone
ForgottenRelics:ItemApotheosis, Apotheosis
ForgottenRelics:ItemChaosTome, Tome of Primal Chaos
ForgottenRelics:ItemOmegaCore, The Omega Core
ForgottenRelics:ItemXPTome, Tome of Ageless Wisdom
ForgottenRelics:ItemThunderpeal, Thunderpeal
ForgottenRelics:ItemTerrorCrown, Crown of Terror
ForgottenRelics:ItemOverthrower, Edict of Eternal Banishment
ForgottenRelics:ItemDiscordRing, Ring of Discord
ForgottenRelics:ItemVoidGrimoire, Grimoire of The Abyss
ForgottenRelics:ItemOblivionStone, Keystone of The Oblivion
gadomancy:ItemTransformationFocus, [WIP] Wand Focus: Transformation
gadomancy:ItemGolemCoreBreak:0, Golem Animation Core
gadomancy:ItemGolemCoreBreak:1, Golem Animation Core
gadomancy:ItemFamiliar, Ethereal Familiar (Deprecated)
gadomancy:ItemEtherealFamiliar, Ethereal Familiar
gadomancy:ItemAuraCore:0, Aura Core
gadomancy:ItemAuraCore:1, Aura Core
gadomancy:ItemAuraCore:2, Aura Core
gadomancy:ItemAuraCore:3, Aura Core
gadomancy:ItemAuraCore:4, Aura Core
gadomancy:ItemAuraCore:5, Aura Core
gadomancy:ItemAuraCore:6, Aura Core
gadomancy:ItemElement:0, Element of Darkness
gadomancy:ItemCreativeNode, item.nodePlacer.name
gadomancy:ItemFakeGolemPlacer:0, item.null.name
gadomancy:ItemFakeGolemPlacer:1, item.null.name
gadomancy:ItemFakeGolemPlacer:2, item.null.name
gadomancy:ItemFakeGolemPlacer:3, item.null.name
gadomancy:ItemFakeGolemPlacer:4, item.null.name
gadomancy:ItemFakeGolemPlacer:5, item.null.name
gadomancy:ItemFakeGolemPlacer:6, item.null.name
gadomancy:ItemFakeGolemPlacer:7, item.null.name
gadomancy:ItemFakeGolemPlacer:8, item.null.name
gadomancy:ItemFakeGolemShield:0, item.null.name
gadomancy:ItemFakeGolemShield:1, item.null.name
gadomancy:ItemFakeGolemShield:2, item.null.name
gadomancy:ItemFakeGolemShield:3, item.null.name
gadomancy:ItemFakeGolemShield:4, item.null.name
gadomancy:ItemFakeGolemShield:5, item.null.name
gadomancy:ItemFakeGolemShield:6, item.null.name
gadomancy:ItemFakeGolemShield:7, item.null.name
gadomancy:ItemFakeGolemShield:8, item.null.name
gadomancy:ItemExtendedNodeJar, Node in a Jar
gadomancy:ItemFakeModIcon, item.null.name
gadomancy:itemSilverwoodGolemPlacer:8, Silverwood Golem
hardcorewither:StarryApple, Starry Apple
netherlicious:crimsonSign, Crimson Sign
netherlicious:warpedSign, Warped Sign
netherlicious:foxfireSign, Foxfire Sign
netherlicious:door_crimson, item.door_crimson.name
netherlicious:door_warped, item.door_warped.name
netherlicious:door_foxfire, item.door_foxfire.name
netherlicious:SpectralBucket, Spectral Dew Bucket
netherlicious:FungalTreat, Fungal Treat
netherlicious:FlintAndSteelSoul, Soul Flint and Steel
netherlicious:FlintAndSteelFoxfire, Foxfire Flint and Steel
netherlicious:FlintAndSteelShadow, Shadow Flint and Steel
netherlicious:NetherSpawnEgg:0, Spawn Strider
netherlicious:NetherSpawnEgg:1, Spawn Hoglin
netherlicious:NetherSpawnEgg:2, Spawn Zoglin
netherlicious:NetherSpawnEgg:3, Spawn Blaze Knight
netherlicious:NetherSpawnEgg:4, Spawn Crimson Spore
netherlicious:NetherSpawnEgg:5, Spawn Warped Spore
netherlicious:NetherSpawnEgg:6, Spawn Foxfire Spore
netherlicious:NetherSpawnEgg:7, Spawn Ember
netherlicious:NetherSpawnEgg:8, Spawn Smolder
netherlicious:NetherSpawnEgg:9, Spawn Ashling
netherlicious:NetherSpawnEgg:10, Spawn Skull
netherlicious:NetherSpawnEgg:11, Spawn Soul Ember
netherlicious:NetherSpawnEgg:12, Spawn Foxfire Ember
netherlicious:NetherSpawnEgg:13, Spawn Shadow Ember
netherlicious:NetherSpawnEgg:14, Spawn Crimson Spore Ray
netherlicious:NetherSpawnEgg:15, Spawn Warped Spore Ray
netherlicious:NetherSpawnEgg:16, Spawn Foxfire Spore Ray
netherlicious:NetherSpawnEgg:17, Spawn Piglin
netherlicious:NetherSpawnEgg:18, Spawn Zombified Piglin
netherlicious:NetherSpawnEgg:19, Spawn Wither Skull
netherlicious:dye:0, Black Dye
netherlicious:dye:1, Blue Dye
netherlicious:dye:2, White Dye
netherlicious:GloomstoneDust, Gloomstone Dust
netherlicious:Nugget:0, Iron Nugget
netherlicious:Nugget:1, Efrine Nugget
netherlicious:Ingot:0, Efrine Ingot
netherlicious:VoidQuartzItem, Void Quartz
netherlicious:FoxfirePowder:0, Foxfire Powder
netherlicious:Materials:0, Shield Scrap
netherlicious:Materials:1, Spore Membrane
netherlicious:CrystalShard:0, White Crystal Shard
netherlicious:CrystalShard:1, Blue Crystal Shard
netherlicious:CrystalShard:2, Green Crystal Shard
netherlicious:CrystalShard:3, Yellow Crystal Shard
netherlicious:CrystalShard:4, Magenta Crystal Shard
netherlicious:Pigstep, Music Disc
netherlicious:Rubedo, Music Disc
netherlicious:SoBelow, Music Disc
netherlicious:Chrisopoeia, Music Disc
netherlicious:InfiniteAmethyst, Music Disc
netherlicious:AbyssalOatItem, Abyssal Oat
netherlicious:WartItem:0, Crimson Wart
netherlicious:WartItem:1, Warped Wart
netherlicious:WartItem:2, Soggy Wart
netherlicious:DevilishMaizeItem, Devilish Maize
netherlicious:HellderBerryItem, Hellderberry
netherlicious:InfernalReedItem:0, Infernal Reeds
netherlicious:AbyssalOatSeeds:0, Abyssal Oat Seeds
netherlicious:GhastlyGourdSeeds:0, Ghastly Gourd Seeds
netherlicious:DevilishMaizeSeeds:0, Devilish Maize Seeds
netherlicious:HellderBerrySeeds:0, Hellderberry Seed
netherlicious:StriderFlankRaw, Raw Strider Flank
netherlicious:StriderFlankCooked, Strider Steak
netherlicious:GhastlyPie, Ghastly Pie
netherlicious:AbyssalBread, Abyssal Bread
netherlicious:CookieHellderberry, Hellderberry Cookie
netherlicious:RoastedWart, Roasted Wart
netherlicious:RoastedDevilishMaize, Roasted Devilish Maize
netherlicious:DevilishPopcornRaw, Maize Seed filled Bowl
netherlicious:DevilishPopcorn, Devilish Popcorn
netherlicious:StewCrimson, Crimson Stew
netherlicious:StewWarped, Warped Stew
netherlicious:StewFoxfire, Foxfire Stew
netherlicious:JuiceHellderberry, Hellderberry Juice
netherlicious:EfrineHelmet, Efrine Helmet
netherlicious:EfrineChestPlate, Efrine Chestplate
netherlicious:EfrineLeggings, Efrine Leggings
netherlicious:EfrineBoots, Efrine Boots
netherlicious:HeavyBlazeHelmet, Heavy Blaze Helmet
netherlicious:HeavyBlazeChestPlate, Heavy Blaze Chestplate
netherlicious:HeavyBlazeLeggings, Heavy Blaze Leggings
netherlicious:HeavyBlazeBoots, Heavy Blaze Boots
netherlicious:GlassesWhite, White Crystal Glasses
netherlicious:GlassesBlue, Blue Crystal Glasses
netherlicious:GlassesGreen, Green Crystal Glasses
netherlicious:GlassesYellow, Yellow Crystal Glasses
netherlicious:GlassesMagenta, Magenta Crystal Glasses
netherlicious:GlassesDealmaker, Dealmaker
netherlicious:EfrineShovel, Efrine Shovel
netherlicious:EfrinePickaxe, Efrine Pickaxe
netherlicious:EfrineAxe, Efrine Axe
netherlicious:EfrineHoe, Efrine Hoe
netherlicious:EfrineSword, Efrine Sword
reccomplex:block_selector, Block Selector
reccomplex:block_selector_floating, Floating Block Selector
reccomplex:inventory_generation_tag, Inventory Generation Tag
reccomplex:inventory_generation_single_tag, Single Item Generation Tag
reccomplex:inventory_generation_component_tag, Item Generation Component Tag
reccomplex:artifact_generation_tag, Artifact Generation Tag
reccomplex:book_generation_tag, Book Generation Tag
StorageDrawers:upgradeTemplate, Upgrade Template
StorageDrawers:upgrade:2, Storage Upgrade (II)
StorageDrawers:upgrade:3, Storage Upgrade (III)
StorageDrawers:upgrade:4, Storage Upgrade (IV)
StorageDrawers:upgrade:5, Storage Upgrade (V)
StorageDrawers:upgrade:6, Storage Upgrade (VI)
StorageDrawers:upgradeStatus:1, Status Upgrade (I)
StorageDrawers:upgradeStatus:2, Status Upgrade (II)
StorageDrawers:upgradeVoid, Void Upgrade
StorageDrawers:upgradeCreative:0, Creative Storage Upgrade
StorageDrawers:upgradeCreative:1, Creative Vending Upgrade
StorageDrawers:upgradeRedstone:0, Redstone Upgrade
StorageDrawers:upgradeRedstone:1, Redstone Max Upgrade
StorageDrawers:upgradeRedstone:2, Redstone Min Upgrade
StorageDrawers:upgradeLock, Drawer Key
StorageDrawers:shroudKey, Concealment Key
StorageDrawers:personalKey:0, Personal Key
StorageDrawers:tape, Packing Tape
StorageDrawers:upgradeDowngrade, Storage Downgrade
TaintedMagic:ItemMaterial:0, Shadow Metal Ingot
TaintedMagic:ItemMaterial:1, Shadow-imbued Cloth
TaintedMagic:ItemMaterial:2, Crimson-stained Cloth
TaintedMagic:ItemMaterial:3, Warped Unbalanced Shard
TaintedMagic:ItemMaterial:4, Tainted Unbalanced Shard
TaintedMagic:ItemMaterial:5, Shard of Creation
TaintedMagic:ItemMaterial:6, Thaumic Alloy Plating
TaintedMagic:ItemMaterial:7, Crimson Plating
TaintedMagic:ItemMaterial:8, Shadow Metal Nugget
TaintedMagic:ItemMaterial:9, Primordial Nodule
TaintedMagic:ItemMaterial:10, Primordial Mote
TaintedMagic:ItemMaterial:11, Creation Fragment
TaintedMagic:ItemVoidBlood, Phial of Void-infused Blood
TaintedMagic:ItemCrimsonBlood, Phial of Crimson Blood
TaintedMagic:ItemMagicFunguar, Magic Funguar
TaintedMagic:ItemNightshadeBerries, Nightshade Berries
TaintedMagic:ItemFlyteCharm, Flyte Charm
TaintedMagic:ItemSalis:0, Salis Tempestas
